priority_score,name,openalex_id,h_index,i10_index,cited_by_count,works_count,2yr_mean_citedness,institution,institution_type,city,paper_count_in_window,top_paper_title,top_paper_link,venues,linkedin_search_url,google_scholar_url
20.0,Jiaxing Wu,conf:jiaxing wu:google deepmind,0,,,,,Google DeepMind,company,,2,Enhancing Personalized Multi-Turn Dialogue with Curiosity Reward,,ICML 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Jiaxing+Wu+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Jiaxing+Wu%22
20.0,Nicola Cancedda,conf:nicola cancedda:meta,0,,,,,Meta,company,,2,LLM Unlearning via Neural Activation Redirection,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Nicola+Cancedda+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Nicola+Cancedda%22
20.0,Iurii Kemaev,conf:iurii kemaev:google deepmind,0,,,,,Google Deepmind,company,,2,DataRater: Meta-Learned Dataset Curation,,ICML 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Iurii+Kemaev+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Iurii+Kemaev%22
20.0,Luisa Zintgraf,conf:luisa zintgraf:google deepmind,0,,,,,Google DeepMind,company,,2,DataRater: Meta-Learned Dataset Curation,,ICML 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Luisa+Zintgraf+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Luisa+Zintgraf%22
20.0,Jeremy Shar,conf:jeremy shar:google,0,,,,,Google,company,,2,DataRater: Meta-Learned Dataset Curation,,ICML 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Jeremy+Shar+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Jeremy+Shar%22
20.0,Junhyuk Oh,conf:junhyuk oh:deepmind,0,,,,,DeepMind,company,,2,DataRater: Meta-Learned Dataset Curation,,ICLR 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Junhyuk+Oh+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Junhyuk+Oh%22
20.0,Pannag Sanketi,conf:pannag sanketi:google inc.,0,,,,,Google Inc.,company,,2,Robo2VLM: Improving Visual Question Answering using Large-Scale Robot Manipulation Data,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Pannag+Sanketi+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Pannag+Sanketi%22
20.0,Raghavendra Addanki,conf:raghavendra addanki:adobe research,0,,,,,Adobe Research,company,,2,Leveraging semantic similarity for experimentation with AI-generated treatments,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Raghavendra+Addanki+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Raghavendra+Addanki%22
20.0,Valentino Maiorca,conf:valentino maiorca:sapienza; ista; apple mlr,0,,,,,Sapienza; ISTA; Apple MLR,company,,2,Head Pursuit: Probing Attention Specialization in Multimodal Transformers,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Valentino+Maiorca+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Valentino+Maiorca%22
20.0,Eleonora Gualdoni,conf:eleonora gualdoni:apple,0,,,,,Apple,company,,2,LinEAS: End-to-end Learning of Activation Steering with a Distributional Loss,,ICML 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Eleonora+Gualdoni+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Eleonora+Gualdoni%22
20.0,Arnold Overwijk,conf:arnold overwijk:meta,0,,,,,Meta,company,,2,Group-Level Data Selection for Efficient Pretraining,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Arnold+Overwijk+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Arnold+Overwijk%22
20.0,Tony Hu,conf:tony hu:aws ai,0,,,,,AWS AI,company,,2,Mitra: Mixed Synthetic Priors for Enhancing Tabular Foundation Models,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Tony+Hu+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Tony+Hu%22
20.0,Fangyun Wei,conf:fangyun wei:microsoft research asia,0,,,,,Microsoft Research Asia,company,,2,VideoVLA: Video Generators Can Be Generalizable Robot Manipulators,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Fangyun+Wei+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Fangyun+Wei%22
20.0,Ruta Desai,conf:ruta desai:meta fair,0,,,,,Meta FAIR,company,,2,Collaborative Reasoner: Self-Improving Social Agents with Synthetic Conversations,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Ruta+Desai+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Ruta+Desai%22
20.0,Janardhan Kulkarni,conf:janardhan kulkarni:microsoft research,0,,,,,Microsoft Research,company,,2,SAS: Simulated Attention Score,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Janardhan+Kulkarni+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Janardhan+Kulkarni%22
20.0,Jiawei Zhao,conf:jiawei zhao:meta fair,0,,,,,Meta FAIR,company,,2,Act Only When It Pays: Efficient Reinforcement Learning for LLM Reasoning via Selective Rollouts,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Jiawei+Zhao+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Jiawei+Zhao%22
20.0,Roland Memisevic,conf:roland memisevic:qualcomm,0,,,,,Qualcomm,company,,2,Revisiting Bi-Linear State Transitions in Recurrent Neural Networks,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Roland+Memisevic+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Roland+Memisevic%22
20.0,Guy Davidson,"conf:guy davidson:fair,    meta msl",0,,,,,"FAIR,    Meta MSL",company,,2,Do different prompting methods yield a common task representation in language models?,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Guy+Davidson+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Guy+Davidson%22
20.0,Jayakumar Subramanian,conf:jayakumar subramanian:adobe systems,0,,,,,Adobe Systems,company,,2,Offline RL by Reward-Weighted Fine-Tuning for Conversation Optimization,,ICLR 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Jayakumar+Subramanian+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Jayakumar+Subramanian%22
20.0,Xian Zhang,conf:xian zhang:microsoft,0,,,,,Microsoft,company,,2,Reviving DSP for Advanced Theorem Proving in the Era of Reasoning Models,,ICLR 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Xian+Zhang+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Xian+Zhang%22
20.0,Carmelo Sferrazza,conf:carmelo sferrazza:uc berkeley / amazon far / ut austin,0,,,,,UC Berkeley / Amazon FAR / UT Austin,company,,2,"Bigger, Regularized, Categorical: High-Capacity Value Functions are Efficient Multi-Task Learners",,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Carmelo+Sferrazza+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Carmelo+Sferrazza%22
20.0,Mao Yang,conf:mao yang:microsoft research asia,0,,,,,Microsoft Research Asia,company,,2,SeerAttention: Self-distilled Attention Gating for Efficient Long-context Prefilling,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Mao+Yang+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Mao+Yang%22
20.0,Meisam Razaviyayn,conf:meisam razaviyayn:usc / google,0,,,,,USC / Google,company,,2,Nested Learning: The Illusion of Deep Learning Architectures,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Meisam+Razaviyayn+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Meisam+Razaviyayn%22
20.0,Shrimai Prabhumoye,conf:shrimai prabhumoye:nvidia,0,,,,,Nvidia,company,,2,Prismatic Synthesis: Gradient-based Data Diversification Boosts Generalization in LLM Reasoning,,ICLR 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Shrimai+Prabhumoye+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Shrimai+Prabhumoye%22
20.0,David Lindner,conf:david lindner:google deepmind,0,,,,,Google DeepMind,company,,2,Large language models can learn and generalize steganographic chain-of-thought under process supervision,,ICML 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+David+Lindner+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22David+Lindner%22
20.0,Zhengyan Shi,conf:zhengyan shi:microsoft research,0,,,,,Microsoft Research,company,,2,Learning to Solve Complex Problems via Dataset Decomposition,,ICML 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Zhengyan+Shi+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Zhengyan+Shi%22
20.0,Xiaoshuai Hao,"conf:xiaoshuai hao:sait-china lab, samsung research center",0,,,,,"SAIT-China Lab, Samsung Research Center",company,,2,Reason-RFT: Reinforcement Fine-Tuning for Visual Reasoning of Vision Language Models,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Xiaoshuai+Hao+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Xiaoshuai+Hao%22
20.0,Maximilian Mozes,conf:maximilian mozes:cohere,0,,,,,Cohere,company,,2,Reverse Engineering Human Preferences with Reinforcement Learning,,ICLR 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Maximilian+Mozes+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Maximilian+Mozes%22
20.0,Chenfeng Xu,conf:chenfeng xu:together ai/ut austin,0,,,,,Together AI/UT Austin,company,,2,Angles Don’t Lie: Unlocking Training‑Efficient RL Through the Model’s Own Signals,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Chenfeng+Xu+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Chenfeng+Xu%22
20.0,Ronan Le Bras,conf:ronan le bras:allen institute for ai,0,,,,,Allen Institute for AI,company,,2,SciArena: An Open Evaluation Platform for Non-Verifiable Scientific Literature-Grounded Tasks,,ICML 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Ronan+Le+Bras+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Ronan+Le+Bras%22
20.0,Kristjan Greenewald,conf:kristjan greenewald:mit-ibm watson ai lab; ibm research,0,,,,,MIT-IBM Watson AI Lab; IBM Research,company,,2,Know What You Don't Know: Uncertainty Calibration of Process Reward Models,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Kristjan+Greenewald+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Kristjan+Greenewald%22
20.0,Daniel Dsouza,conf:daniel dsouza:cohere labs,0,,,,,Cohere Labs,company,,2,The Leaderboard Illusion,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Daniel+Dsouza+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Daniel+Dsouza%22
20.0,Ahmet Üstün,conf:ahmet üstün:cohere,0,,,,,Cohere,company,,2,The Leaderboard Illusion,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Ahmet+%C3%9Cst%C3%BCn+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Ahmet+%C3%9Cst%C3%BCn%22
20.0,John Hughes,conf:john hughes:anthropic,0,,,,,Anthropic,company,,2,Best-of-N Jailbreaking,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+John+Hughes+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22John+Hughes%22
20.0,Arushi Somani,conf:arushi somani:anthropic,0,,,,,Anthropic,company,,2,Best-of-N Jailbreaking,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Arushi+Somani+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Arushi+Somani%22
20.0,Ethan Perez,conf:ethan perez:anthropic,0,,,,,Anthropic,company,,2,Best-of-N Jailbreaking,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Ethan+Perez+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Ethan+Perez%22
20.0,Masoud Moghani,conf:masoud moghani:nvidia,0,,,,,NVIDIA,company,,2,SutureBot: A Precision Framework & Benchmark For Autonomous End-to-End Suturing,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Masoud+Moghani+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Masoud+Moghani%22
20.0,Miao Xiong,conf:miao xiong:amazon,0,,,,,Amazon,company,,2,ConfTuner: Training Large Language Models to Express Their Confidence Verbally,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Miao+Xiong+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Miao+Xiong%22
20.0,Yifei Ming,conf:yifei ming:salesforce ai research,0,,,,,Salesforce AI Research,company,,2,Beyond Accuracy: Dissecting Mathematical Reasoning for LLMs Under Reinforcement Learning,,ICLR 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Yifei+Ming+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Yifei+Ming%22
20.0,Christian Walder,conf:christian walder:google deepmind,0,,,,,Google DeepMind,company,,2,3D-Prover: Diversity Driven Theorem Proving With Determinantal Point Processes,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Christian+Walder+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Christian+Walder%22
20.0,Ziteng Sun,conf:ziteng sun:google research,0,,,,,Google Research,company,,2,Private Set Union with Multiple Contributions,,ICML 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Ziteng+Sun+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Ziteng+Sun%22
20.0,Boxuan Li,conf:boxuan li:microsoft,0,,,,,Microsoft,company,,2,TheAgentCompany: Benchmarking LLM Agents on Consequential Real World Tasks,,ICLR 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Boxuan+Li+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Boxuan+Li%22
20.0,Shuyan Zhou,conf:shuyan zhou:facebook,0,,,,,Facebook,company,,2,TheAgentCompany: Benchmarking LLM Agents on Consequential Real World Tasks,,ICLR 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Shuyan+Zhou+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Shuyan+Zhou%22
20.0,Yida Wang,conf:yida wang:amazon,0,,,,,Amazon,company,,2,KVFlow: Efficient Prefix Caching for Accelerating LLM-Based Multi-Agent Workflows,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Yida+Wang+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Yida+Wang%22
20.0,Weiwei Kong,conf:weiwei kong:google,0,,,,,Google,company,,2,Escaping Collapse: The Strength of Weak Data for Large Language Model Training,,ICLR 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Weiwei+Kong+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Weiwei+Kong%22
20.0,Sergei Vassilvitskii,conf:sergei vassilvitskii:google,0,,,,,Google,company,,2,Escaping Collapse: The Strength of Weak Data for Large Language Model Training,,ICLR 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Sergei+Vassilvitskii+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Sergei+Vassilvitskii%22
20.0,Lin Xiao,conf:lin xiao:facebook,0,,,,,Facebook,company,,2,Exploration from a Primal-Dual Lens: Value-Incentivized Actor-Critic Methods for Sample-Efficient Online RL,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Lin+Xiao+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Lin+Xiao%22
20.0,Kaixin Wang,conf:kaixin wang:microsoft research,0,,,,,Microsoft Research,company,,2,Dyn-O: Building Structured World Models with  Object-Centric Representations,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Kaixin+Wang+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Kaixin+Wang%22
20.0,Li Zhao,conf:li zhao:microsoft research,0,,,,,Microsoft Research,company,,2,Dyn-O: Building Structured World Models with  Object-Centric Representations,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Li+Zhao+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Li+Zhao%22
20.0,Tim Pearce,conf:tim pearce:microsoft research,0,,,,,Microsoft Research,company,,2,What Do Latent Action Models Actually Learn?,,ICML 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Tim+Pearce+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Tim+Pearce%22
20.0,Anil Kag,conf:anil kag:snap inc.,0,,,,,Snap Inc.,company,,2,DenseDPO: Fine-Grained Temporal Preference Optimization for Video Diffusion Models,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Anil+Kag+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Anil+Kag%22
20.0,Igor Mordatch,conf:igor mordatch:google deepmind,0,,,,,Google DeepMind,company,,2,Self-Improving Embodied Foundation Models,,ICLR 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Igor+Mordatch+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Igor+Mordatch%22
20.0,Caelan Garrett,conf:caelan garrett:nvidia,0,,,,,NVIDIA,company,,2,Generalizable Domain Adaptation for Sim-and-Real Policy Co-Training,,ICLR 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Caelan+Garrett+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Caelan+Garrett%22
20.0,Iman Mirzadeh,conf:iman mirzadeh:apple,0,,,,,Apple,company,,2,The Illusion of Thinking: Understanding the Strengths and Limitations of Reasoning Models via the Lens of Problem Complexity,,ICLR 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Iman+Mirzadeh+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Iman+Mirzadeh%22
20.0,Samy Bengio,conf:samy bengio:apple mlr,0,,,,,Apple MLR,company,,2,The Illusion of Thinking: Understanding the Strengths and Limitations of Reasoning Models via the Lens of Problem Complexity,,ICLR 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Samy+Bengio+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Samy+Bengio%22
20.0,Max Ryabinin,conf:max ryabinin:together ai,0,,,,,Together AI,company,,2,AutoJudge: Judge Decoding Without Manual Annotation,,ICML 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Max+Ryabinin+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Max+Ryabinin%22
20.0,Xiaoyuan Yi,conf:xiaoyuan yi:microsoft,0,,,,,Microsoft,company,,2,ParamMute: Suppressing Knowledge-Critical FFNs for Faithful Retrieval-Augmented Generation,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Xiaoyuan+Yi+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Xiaoyuan+Yi%22
20.0,Fatma Ozcan,conf:fatma ozcan:google,0,,,,,Google,company,,2,SWE-SQL: Illuminating LLM Pathways to Solve User SQL Issues in Real-World Applications,,ICLR 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Fatma+Ozcan+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Fatma+Ozcan%22
20.0,Dan Vann,"conf:dan vann:research, microsoft",0,,,,,"Research, Microsoft",company,,2,Comparison requires valid measurement: Rethinking attack success rate comparisons in AI red teaming,,ICML 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Dan+Vann+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Dan+Vann%22
20.0,Pratyusha Sharma,conf:pratyusha sharma:microsoft research / nyu,0,,,,,Microsoft Research / NYU,company,,2,LoRA vs Full Fine-tuning: An Illusion of Equivalence,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Pratyusha+Sharma+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Pratyusha+Sharma%22
20.0,Sainbayar Sukhbaatar,conf:sainbayar sukhbaatar:meta ai,0,,,,,Meta AI,company,,2,Self-Challenging Language Model Agents,,ICLR 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Sainbayar+Sukhbaatar+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Sainbayar+Sukhbaatar%22
20.0,Lukas Wutschitz,conf:lukas wutschitz:microsoft,0,,,,,Microsoft,company,,2,Contextual Integrity in LLMs via Reasoning and Reinforcement Learning,,ICML 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Lukas+Wutschitz+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Lukas+Wutschitz%22
20.0,Robert Sim,conf:robert sim:microsoft corporation,0,,,,,Microsoft Corporation,company,,2,Contextual Integrity in LLMs via Reasoning and Reinforcement Learning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Robert+Sim+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Robert+Sim%22
20.0,Wenbo Gong,conf:wenbo gong:microsoft,0,,,,,Microsoft,company,,2,Gradient Multi-Normalization for Efficient LLM Training,,ICML 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Wenbo+Gong+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Wenbo+Gong%22
20.0,Keshav Ramji,conf:keshav ramji:ibm research ai,0,,,,,IBM Research AI,company,,2,Latent Principle Discovery for Language Model Self-Improvement,,ICLR 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Keshav+Ramji+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Keshav+Ramji%22
20.0,Phillip Wallis,conf:phillip wallis:microsoft,0,,,,,Microsoft,company,,2,Reinforcement Learning with Backtracking Feedback,,ICLR 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Phillip+Wallis+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Phillip+Wallis%22
20.0,Zachary Charles,conf:zachary charles:google research,0,,,,,Google Research,company,,2,Communication-Efficient Language Model Training Scales Reliably and Robustly: Scaling Laws for DiLoCo,,ICML 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Zachary+Charles+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Zachary+Charles%22
20.0,Enrico Fini,conf:enrico fini:apple,0,,,,,Apple,company,,2,Scaling Laws for Optimal Data Mixtures,,ICML 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Enrico+Fini+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Enrico+Fini%22
20.0,David Heineman,conf:david heineman:allen institute for artificial intelligence,0,,,,,Allen Institute for Artificial Intelligence,company,,2,Signal and Noise: A Framework for Reducing Uncertainty in Language Model Evaluation,,ICML 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+David+Heineman+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22David+Heineman%22
20.0,Kevin Murphy,conf:kevin murphy:google deepmind,0,,,,,Google DeepMind,company,,2,Martingale Posterior Neural Networks for Fast Sequential Decision Making,,ICLR 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Kevin+Murphy+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Kevin+Murphy%22
20.0,Liang Wang,conf:liang wang:microsoft research,0,,,,,Microsoft Research,company,,2,Chain-of-Retrieval Augmented Generation,,ICLR 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Liang+Wang+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Liang+Wang%22
20.0,Nan Yang,conf:nan yang:microsoft research asia,0,,,,,Microsoft Research Asia,company,,2,Chain-of-Retrieval Augmented Generation,,ICLR 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Nan+Yang+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Nan+Yang%22
20.0,Xian Wu,conf:xian wu:meta ai,0,,,,,Meta AI,company,,2,GPO: Learning from Critical Steps to Improve LLM Reasoning,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Xian+Wu+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Xian+Wu%22
20.0,Yftah Ziser,conf:yftah ziser:nvidia,0,,,,,NVIDIA,company,,2,Beyond Token Probes: Hallucination Detection via Activation Tensors with ACT-ViT,,NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Yftah+Ziser+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Yftah+Ziser%22
20.0,Alexander Toshev,conf:alexander toshev:apple ml research,0,,,,,Apple ML Research,company,,2,"Datasets, Documents, and Repetitions: The Practicalities of Unequal Data Quality",,ICLR 2025; NeurIPS 2025,https://www.google.com/search?q=site%3Alinkedin.com%2Fin+Alexander+Toshev+reinforcement+learning+OR+machine+learning,https://scholar.google.com/scholar?q=author%3A%22Alexander+Toshev%22
